src_tags	tgt_tags	distinct_tags
['det', 'qnt']	['det', 'ind', 'mf']	['qnt', 'ind', 'mf']
['prn', 'tn']	['prn', 'pro', 'adv']	['pro', 'tn', 'adv']
['prn', 'obj', 'p3', 'nt']	['prn', 'pro', 'p3', 'nt']	['pro', 'obj']
['prn', 'dat']	['prn', 'pro']	['pro', 'dat']
['prn', 'dat', 'p3', 'm']	['prn', 'pro', 'p3', 'mf']	['pro', 'dat', 'mf', 'm']
['prn', 'obj']	['prn', 'pro']	['pro', 'obj']
['prn', 'subj', 'p3', 'm']	['prn', 'tn', 'p3', 'mf']	['subj', 'tn', 'mf', 'm']
['prn', 'ref']	['prn', 'tn']	['ref', 'tn']
['prn', 'obj']	['prn', 'pro', 'ref']	['ref', 'pro', 'obj']
['n', 'acr', 'pl']	['n', 'acr', 'f', 'pl']	['f']
['np', 'al', 'pl']	['np', 'al', 'mf', 'sp']	['sp', 'mf', 'pl']
['n', 'acr', 'pl']	['n', 'acr', 'm', 'pl']	['m']
['det', 'dem', 'sg']	['det', 'dem', 'm', 'sg']	['m']
['adj', 'm', 'ND']	['adj', 'm', 'sp']	['sp', 'ND']
['adj', 'GD', 'ND']	['adj', 'm', 'sg']	['sg', 'GD', 'm', 'ND']
['adj', 'm', 'pl']	['adj', 'm', 'sg']	['sg', 'pl']
['adj', 'f', 'pl']	['adj', 'm', 'sg']	['sg', 'f', 'm', 'pl']
['n', 'f', 'sp']	['n', 'm', 'pl']	['sp', 'f', 'm', 'pl']
['n', 'mf', 'sp']	['n', 'mf', 'ND']	['sp', 'ND']
['prn', 'tn', 'p1', 'GD', 'pl']	['prn', 'tn', 'p1', 'mf', 'pl']	['mf', 'GD']
['prn', 'tn', 'p1', 'm', 'pl']	['prn', 'tn', 'p1', 'mf', 'pl']	['mf', 'm']
['prn', 'tn', 'p1', 'f', 'pl']	['prn', 'tn', 'p1', 'mf', 'pl']	['f', 'mf']
['prn', 'tn', 'p2', 'GD', 'pl']	['prn', 'tn', 'p2', 'mf', 'pl']	['mf', 'GD']
['prn', 'tn', 'p2', 'm', 'pl']	['prn', 'tn', 'p2', 'mf', 'pl']	['mf', 'm']
['prn', 'tn', 'p2', 'f', 'pl']	['prn', 'tn', 'p2', 'mf', 'pl']	['f', 'mf']
['prn', 'tn', 'p3', 'nt']	['prn', 'tn', 'nt']	['p3']
['adj', 'itg', 'm', 'sg']	['adj', 'itg', 'mf', 'sp']	['sg', 'sp', 'mf', 'm']
['adj', 'itg', 'f', 'sg']	['adj', 'itg', 'mf', 'sp']	['sg', 'f', 'mf', 'sp']
['adj', 'itg', 'm', 'pl']	['adj', 'itg', 'mf', 'sp']	['sp', 'mf', 'm', 'pl']
['adj', 'itg', 'f', 'pl']	['adj', 'itg', 'mf', 'sp']	['sp', 'f', 'mf', 'pl']
['det', 'ind', 'GD', 'pl']	['det', 'ind', 'mf', 'pl']	['mf', 'GD']
['det', 'ind', 'mf', 'ND']	['det', 'ind', 'mf', 'sp']	['sp', 'ND']
['det', 'ind', 'mf', 'pl']	['det', 'ind', 'mf', 'sp']	['sp', 'pl']
['num', 'mf', 'pl']	['n', 'm', 'pl']	['num', 'm', 'n', 'mf']
['num', 'm', 'sp']	['n', 'm', 'sg']	['num', 'sp', 'sg', 'n']
['num', 'm', 'pl']	['n', 'm', 'pl']	['num', 'n']
['n', 'GD', 'm']	['n', 'mf']	['mf', 'm', 'GD']
['np', 'loc']	['np', 'top', 'm', 'sg']	['loc', 'top', 'sg', 'm']
['np', 'loc']	['np', 'top', 'f', 'sg']	['loc', 'top', 'f', 'sg']
['num', 'mf', 'sp']	['num', 'f', 'sp']	['f', 'mf']
['num', 'm', 'sp']	['num', 'f', 'sp']	['f', 'm']
['prn', 'tn', 'mf', 'sg']	['prn', 'tn', 'GD', 'sg']	['mf', 'GD']
['prn', 'tn', 'p3', 'mf', 'sp']	['prn', 'tn', 'p3', 'GD', 'ND']	['sp', 'ND', 'mf', 'GD']
['prn', 'itg', 'mf']	['prn', 'itg', 'm']	['m', 'mf']
['prn', 'pro', 'p3', 'mf', 'sp']	['prn', 'pro', 'p3', 'mf', 'ND']	['sp', 'ND']
['prn', 'tn', 'm', 'sg']	['prn', 'tn', 'mf', 'sp']	['sg', 'sp', 'mf', 'm']
['prn', 'enc', 'ref', 'p3', 'mf', 'sp']	['prn', 'enc', 'ref', 'p3', 'mf', 'pl']	['sp', 'pl']
['prn', 'tn', 'ref', 'p3', 'mf', 'sp']	['prn', 'tn', 'p3', 'GD', 'ND']	['sp', 'ND', 'ref', 'mf', 'GD']
['prn', 'tn', 'p3', 'mf', 'ND']	['prn', 'tn', 'p2', 'mf', 'pl']	['p2', 'pl', 'p3', 'ND']
['rel', 'an', 'mf']	['rel', 'an', 'GD']	['mf', 'GD']
['adj', 'm', 'pl']	['adj', 'mf', 'pl']	['mf', 'm']
['adj', 'f', 'pl']	['adj', 'mf', 'pl']	['f', 'mf']
['adj', 'GD', 'pl']	['adj', 'mf', 'pl']	['mf', 'GD']
['adj', 'ind', 'm', 'pl']	['adj', 'ind', 'mf', 'pl']	['mf', 'm']
['adj', 'ind', 'f', 'pl']	['adj', 'ind', 'mf', 'pl']	['f', 'mf']
['adj', 'ind', 'GD', 'pl']	['adj', 'ind', 'mf', 'pl']	['mf', 'GD']
['adj', 'mf', 'pl']	['adj', 'm', 'pl']	['m', 'mf']
['adj', 'm', 'sg']	['adj', 'mf', 'sg']	['mf', 'm']
['adj', 'f', 'sg']	['adj', 'mf', 'sg']	['f', 'mf']
['adj', 'GD', 'sg']	['adj', 'mf', 'sg']	['mf', 'GD']
['adj', 'itg', 'mf', 'sp']	['adj', 'itg', 'GD', 'ND']	['sp', 'ND', 'mf', 'GD']
['adj', 'itg', 'mf', 'sp']	['adj', 'itg', 'm', 'sg']	['sp', 'm', 'sg', 'mf']
['det', 'ind', 'mf', 'sp']	['det', 'ind', 'GD', 'ND']	['sp', 'ND', 'mf', 'GD']
['det', 'ind', 'f', 'sg']	['pr']	['det', 'ind', 'sg', 'f', 'pr']
['det', 'ind', 'm', 'sg']	['pr']	['det', 'ind', 'm', 'sg', 'pr']
['det', 'ind', 'GD', 'pl']	['det', 'ind', 'mf', 'sp']	['sp', 'GD', 'mf', 'pl']
['adj', 'pos', 'm', 'pl']	['adj', 'pos', 'mf', 'pl']	['mf', 'm']
['adj', 'pos', 'f', 'pl']	['adj', 'pos', 'mf', 'pl']	['f', 'mf']
['adj', 'pos', 'GD', 'pl']	['adj', 'pos', 'mf', 'pl']	['mf', 'GD']
['n', 'GD', 'pl']	['n', 'mf', 'pl']	['mf', 'GD']
['prn', 'enc', 'p3', 'f', 'pl']	['prn', 'enc', 'adv']	['adv', 'f', 'p3', 'pl']
['prn', 'pro', 'p3', 'f', 'pl']	['prn', 'pro', 'adv']	['adv', 'f', 'p3', 'pl']
['prn', 'pro', 'p3', 'm', 'sg']	['prn', 'pro', 'p3', 'nt']	['sg', 'm', 'nt']
['prn', 'enc', 'p3', 'nt']	['prn', 'enc', 'p3', 'm', 'sg']	['sg', 'm', 'nt']
['prn', 'pro', 'p3', 'nt']	['prn', 'pro', 'p3', 'm', 'sg']	['sg', 'm', 'nt']
['prn', 'tn', 'nt', 'sg']	['prn', 'tn', 'mf', 'sg']	['mf', 'nt']
['prn', 'enc', 'p3', 'mf', 'sp']	['prn', 'enc', 'p3', 'mf', 'sg']	['sp', 'sg']
['prn', 'enc', 'p3', 'mf', 'sg']	['prn', 'enc', 'p3', 'm', 'sg']	['m', 'mf']
['prn', 'pro', 'p3', 'mf', 'sp']	['prn', 'pro', 'ref', 'p3', 'mf', 'sp']	['ref']
['prn', 'pro', 'p3', 'mf', 'sg']	['prn', 'pro', 'p3', 'm', 'sg']	['m', 'mf']
['prn', 'tn', 'm']	['prn', 'tn', 'f']	['f', 'm']
['rel', 'nn', 'mf', 'pl']	['rel', 'nn', 'm', 'pl']	['m', 'mf']
['rel', 'nn', 'mf', 'sg']	['rel', 'nn', 'm', 'sg']	['m', 'mf']
['vblex', 'ger']	['vblex', 'pp', 'm', 'sg']	['sg', 'pp', 'm', 'ger']
['np', 'loc']	['np', 'top']	['loc', 'top']
['adj', 'mf']	['adj']	['mf']
['n', 'm', 'sp']	['n', 'mf', 'sg']	['sp', 'sg', 'mf', 'm']
['n', 'm', 'sp']	['n', 'm', 'GD']	['sp', 'GD']
['n', 'mf', 'sg']	['n', 'f', 'sg']	['f', 'mf']
['adj', 'ind', 'GD', 'ND']	['adj', 'mf', 'sp']	['ND', 'sp', 'ind', 'mf', 'GD']
['adj', 'ind', 'f', 'pl']	['adj', 'mf', 'sp']	['sp', 'ind', 'pl', 'f', 'mf']
['adj', 'ind', 'f', 'sg']	['adj', 'mf', 'sp']	['sp', 'ind', 'sg', 'f', 'mf']
['adj', 'ind', 'm', 'pl']	['adj', 'mf', 'sp']	['sp', 'ind', 'm', 'pl', 'mf']
['adj', 'ind', 'm', 'sg']	['adj', 'mf', 'sp']	['sp', 'ind', 'm', 'sg', 'mf']
['n', 'mf', 'sp']	['n', 'mf', 'pl']	['sp', 'pl']
['n', 'mf', 'sp']	['n', 'm', 'sg']	['sp', 'm', 'sg', 'mf']
['n', 'mf', 'sp']	['n', 'mf', 'sg']	['sp', 'sg']
['n', 'm']	['n', 'f', 'ND']	['f', 'm', 'ND']
['prn', 'tn', 'm', 'pl']	['prn', 'tn', 'mf', 'pl']	['mf', 'm']
['prn', 'tn', 'f', 'pl']	['prn', 'tn', 'mf', 'pl']	['f', 'mf']
['prn', 'tn', 'GD', 'pl']	['prn', 'tn', 'mf', 'pl']	['mf', 'GD']
['n', 'm']	['n', 'mf', 'sp']	['sp', 'mf', 'm']
['n', 'mf', 'sg']	['n', 'GD', 'sg']	['mf', 'GD']
['n', 'GD', 'ND']	['n']	['GD', 'ND']
['vblex', 'pri', 'p3', 'pl']	['vblex', 'pri', 'p3', 'sg']	['sg', 'pl']
['vblex', 'prs', 'p3', 'pl']	['vblex', 'prs', 'p3', 'sg']	['sg', 'pl']
['vblex', 'pis', 'p3', 'pl']	['vblex', 'pis', 'p3', 'sg']	['sg', 'pl']
['vblex', 'pii', 'p3', 'pl']	['vblex', 'pii', 'p3', 'sg']	['sg', 'pl']
['vblex', 'fts', 'p3', 'pl']	['vblex', 'fts', 'p3', 'sg']	['sg', 'pl']
['vblex', 'fti', 'p3', 'pl']	['vblex', 'fti', 'p3', 'sg']	['sg', 'pl']
['vblex', 'cni', 'p3', 'pl']	['vblex', 'cni', 'p3', 'sg']	['sg', 'pl']
['n', 'mf', 'sp']	['n', 'm', 'ND']	['sp', 'm', 'mf', 'ND']
['n', 'm', 'pl']	['n', 'm', 'GD']	['GD', 'pl']
['n', 'm', 'sg']	['n', 'm', 'GD']	['sg', 'GD']
['np', 'loc', 'm']	['np', 'loc', 'f']	['f', 'm']
['np', 'loc', 'm', 'sg']	['np', 'loc', 'f', 'pl']	['sg', 'f', 'm', 'pl']
['det', 'def', 'm']	['det', 'def', 'mf']	['mf', 'm']
['det', 'ind', 'm', 'sg']	['det', 'ind', 'nt', 'sg']	['m', 'nt']
['det', 'dem', 'm', 'sg']	['det', 'dem', 'nt', 'sg']	['m', 'nt']
['det', 'ind', 'mf', 'sg']	['det', 'ind', 'GD', 'sg']	['mf', 'GD']
['det', 'ind', 'mf', 'sg']	['det', 'ind', 'nt', 'sg']	['mf', 'nt']
['predet', 'm', 'sg']	['predet', 'nt', 'sg']	['m', 'nt']
['prn', 'itg', 'mf']	['prn', 'itg', 'f']	['f', 'mf']
['prn', 'itg', 'mf', 'sg']	['prn', 'itg', 'nt', 'sg']	['mf', 'nt']
['prn', 'itg', 'm']	['prn', 'itg', 'nt']	['m', 'nt']
['rel', 'nn', 'm', 'sg']	['rel', 'nn', 'nt', 'sg']	['m', 'nt']
['prn', 'tn', 'm']	['prn', 'tn', 'nt']	['m', 'nt']
['prn', 'pro', 'p3', 'nt']	['prn', 'enc', 'p3', 'm']	['pro', 'enc', 'm', 'nt']
['prn', 'tn', 'm', 'sg']	['prn', 'tn', 'nt', 'sg']	['m', 'nt']
['prn', 'tn', 'f', 'sg']	['prn', 'tn', 'nt', 'sg']	['f', 'nt']
['prn', 'tn', 'GD']	['prn', 'tn', 'nt']	['nt', 'GD']
['rel', 'an']	['rel', 'nn']	['an', 'nn']
['prn', 'tn', 'ref', 'p3', 'mf', 'sp']	['prn', 'tn', 'ref', 'p3', 'mf', 'sg']	['sp', 'sg']
['prn', 'tn', 'nt']	['prn', 'tn', 'mf']	['mf', 'nt']
['det', 'pos', 'mf', 'sg']	['det', 'pos', 'GD', 'sg']	['mf', 'GD']
['det', 'pos', 'mf', 'pl']	['det', 'pos', 'GD', 'pl']	['mf', 'GD']
['vblex', 'pp', 'nt', 'sg']	['vblex', 'pp', 'mf', 'sg']	['mf', 'nt']
['vblex', 'pp', 'm', 'sg']	['vblex', 'pp', 'mf', 'sg']	['mf', 'm']
['vblex', 'pp', 'm', 'pl']	['vblex', 'pp', 'mf', 'sg']	['sg', 'mf', 'm', 'pl']
['vblex', 'pp', 'f', 'sg']	['vblex', 'pp', 'mf', 'sg']	['f', 'mf']
['vblex', 'pp', 'f', 'pl']	['vblex', 'pp', 'mf', 'sg']	['sg', 'f', 'mf', 'pl']
['rel', 'an', 'mf', 'sp']	['rel', 'nn', 'mf', 'sp']	['an', 'nn']
['rel', 'nn', 'm', 'sg']	['rel', 'nn', 'mf', 'sp']	['sg', 'sp', 'mf', 'm']
['rel', 'nn', 'f', 'sg']	['rel', 'nn', 'mf', 'sp']	['sg', 'f', 'mf', 'sp']
['rel', 'nn', 'm', 'pl']	['rel', 'nn', 'mf', 'sp']	['sp', 'mf', 'm', 'pl']
['rel', 'nn', 'f', 'pl']	['rel', 'nn', 'mf', 'sp']	['sp', 'f', 'mf', 'pl']
['rel', 'nn', 'mf', 'sg']	['rel', 'nn', 'nt', 'sg']	['mf', 'nt']
['adj', 'mf', 'sg']	['adj', 'nt', 'sg']	['mf', 'nt']
['adj', 'm', 'sg']	['adj', 'nt', 'sg']	['m', 'nt']
['n', 'm', 'sg']	['n', 'nt', 'sg']	['m', 'nt']
['adj', 'itg', 'm', 'sg']	['adj', 'itg', 'nt', 'sg']	['m', 'nt']
['adj', 'pos', 'GD']	['adj', 'pos', 'mf']	['mf', 'GD']
['adj', 'pos', 'm']	['adj', 'pos', 'f']	['f', 'm']
['adj', 'pos', 'f']	['adj', 'pos', 'mf']	['f', 'mf']
['adj', 'pos', 'm', 'sg']	['adj', 'pos', 'nt', 'sg']	['m', 'nt']
['adj', 'ind', 'm', 'sg']	['adj', 'ind', 'nt', 'sg']	['m', 'nt']
['n', 'mf', 'sp']	['n', 'f', 'pl']	['sp', 'f', 'mf', 'pl']
['det', 'ind', 'm', 'sg']	['det', 'ind', 'mf', 'sp']	['sg', 'sp', 'mf', 'm']
['det', 'ind', 'm', 'pl']	['det', 'ind', 'mf', 'sp']	['sp', 'mf', 'm', 'pl']
['det', 'ind', 'f', 'sg']	['det', 'ind', 'mf', 'sp']	['sg', 'f', 'mf', 'sp']
['det', 'ind', 'f', 'pl']	['det', 'ind', 'mf', 'sp']	['sp', 'f', 'mf', 'pl']
['rel', 'nn', 'mf', 'sg']	['rel', 'nn', 'f', 'sg']	['f', 'mf']
['rel', 'nn', 'mf', 'pl']	['rel', 'nn', 'f', 'pl']	['f', 'mf']
['adj', 'mf', 'sp']	['adj', 'nt', 'sg']	['sp', 'sg', 'mf', 'nt']
['adj', 'mf', 'sp']	['adj', 'GD', 'sg']	['sp', 'sg', 'mf', 'GD']
['adj', 'mf']	['adj', 'GD', 'sg']	['sg', 'mf', 'GD']
['adj', 'mf', 'sg']	['adj', 'f', 'sg']	['f', 'mf']
['adj', 'mf', 'sp']	['adj', 'm', 'ND']	['sp', 'm', 'mf', 'ND']
['adj', 'ind', 'mf', 'sg']	['adj', 'ind', 'nt', 'sg']	['mf', 'nt']
['adj', 'mf', 'sp']	['adj', 'm', 'sg']	['sp', 'm', 'sg', 'mf']
['adj', 'pos', 'mf', 'sp']	['adj', 'pos', 'm', 'sg']	['sp', 'm', 'sg', 'mf']
['adj', 'ind', 'mf']	['adj', 'ind', 'm']	['m', 'mf']
['vbhaver', 'pp', 'mf', 'sp']	['vbhaver', 'pp', 'm', 'sg']	['sp', 'm', 'sg', 'mf']
['adj', 'm', 'sp']	['adj', 'mf', 'sp']	['mf', 'm']
['rel', 'nt']	['rel', 'an', 'nt']	['an']
['rel', 'nt', 'sg']	['rel', 'an', 'nt', 'sg']	['an']
['adj', 'm', 'sp']	['adj', 'm', 'ND']	['sp', 'ND']
['prn', 'itg', 'mf', 'sp']	['prn', 'itg', 'm', 'sg']	['sp', 'm', 'sg', 'mf']
['n', 'f', 'pl']	['n', 'acr', 'f', 'sg']	['sg', 'acr', 'pl']
['n', 'f', 'ND']	['n', 'acr', 'f', 'sg']	['sg', 'acr', 'ND']
['adj', 'ind', 'mf']	['adj', 'ind', 'GD']	['mf', 'GD']
['n', 'm', 'pl']	['n', 'acr', 'm', 'sg']	['sg', 'acr', 'pl']
['n', 'm', 'sg']	['n', 'acr', 'm', 'sg']	['acr']
['n', 'm', 'ND']	['n', 'acr', 'm', 'sg']	['sg', 'acr', 'ND']
['vbser', 'pp', 'mf', 'sp']	['vbser', 'pp', 'm', 'sg']	['sp', 'm', 'sg', 'mf']
['np', 'm', 'pl']	['np', 'f', 'sg']	['sg', 'f', 'm', 'pl']
['np', 'm', 'sg']	['np', 'f', 'sg']	['f', 'm']
['np', 'm', 'ND']	['np', 'f', 'sg']	['sg', 'f', 'm', 'ND']
['mf', 'pl']	['n', 'mf', 'sp']	['sp', 'n', 'pl']
['mf', 'sg']	['n', 'mf', 'sp']	['sg', 'sp', 'n']
['det', 'def', 'mf']	['det', 'def', 'm']	['m', 'mf']
['num', 'f', 'sp']	['num', 'mf', 'ND']	['sp', 'f', 'mf', 'ND']
['num', 'm', 'sp']	['num', 'mf', 'ND']	['sp', 'mf', 'm', 'ND']
['num', 'GD', 'sp']	['num', 'mf', 'sg']	['sp', 'sg', 'mf', 'GD']
['adj', 'pl']	['adj', 'm']	['m', 'pl']
['det', 'pos', 'f', 'sg']	['det', 'pos', 'mf', 'sg']	['f', 'mf']
['det', 'pos', 'm', 'sg']	['det', 'pos', 'mf', 'sg']	['mf', 'm']
['det', 'pos', 'GD', 'sg']	['det', 'pos', 'mf', 'sg']	['mf', 'GD']
['prn', 'tn', 'p1', 'mf']	['prn', 'tn', 'p1', 'm']	['m', 'mf']
['prn', 'tn', 'p3', 'mf', 'sp']	['prn', 'pro', 'ref', 'p3', 'mf', 'sp']	['ref', 'pro', 'tn']
['n', 'acr', 'm', 'sg']	['n', 'm', 'sg']	['acr']
['n', 'm', 'sp']	['n', 'mf', 'ND']	['sp', 'mf', 'm', 'ND']
['n', 'f', 'sp']	['n', 'm', 'sg']	['sp', 'f', 'sg', 'm']
['prn', 'itg', 'f']	['prn', 'itg', 'mf']	['f', 'mf']
['prn', 'itg', 'm']	['prn', 'itg', 'mf']	['mf', 'm']
['adj', 'itg', 'GD', 'ND']	['adj', 'itg', 'mf', 'sp']	['sp', 'GD', 'mf', 'ND']
['prn', 'itg', 'GD']	['prn', 'itg', 'mf']	['mf', 'GD']
['rel', 'mf', 'sp']	['rel', 'nn', 'mf', 'sg']	['sp', 'sg', 'nn']
['n', 'acr', 'm', 'sg']	['n', 'acr', 'f', 'sg']	['f', 'm']
['det', 'pos', 'f']	['det', 'pos', 'mf']	['f', 'mf']
['det', 'pos', 'm']	['det', 'pos', 'mf']	['mf', 'm']
['prn', 'tn', 'p2', 'mf']	['prn', 'tn', 'p2', 'm']	['m', 'mf']
['n', 'n', 'f']	['n', 'm']	['f', 'm']
['prn', 'enc', 'adv']	['prn']	['enc', 'adv']
['prn', 'pro', 'adv']	['prn']	['pro', 'adv']
['cmp_sh', 'cmp']	['adv']	['cmp', 'cmp_sh', 'adv']
['prn', 'pers', 'p1', 'sg']	['prn', 'pers', 'p1', 'mf', 'sg']	['mf']
['prn', 'pers', 'p2', 'sg']	['prn', 'pers', 'p2', 'mf', 'sg']	['mf']
['prn', 'pers', 'p3', 'sg']	['prn', 'pers', 'p3', 'f', 'sg']	['f']
['prn', 'pers', 'p1', 'du']	['prn', 'pers', 'p1', 'mf', 'du']	['mf']
['prn', 'pers', 'p2', 'du']	['prn', 'pers', 'p2', 'mf', 'du']	['mf']
['prn', 'pers', 'p3', 'du']	['prn', 'pers', 'p3', 'mf', 'du']	['mf']
['prn', 'pers', 'p1', 'pl']	['prn', 'pers', 'p1', 'mf', 'pl']	['mf']
['prn', 'pers', 'p2', 'pl']	['prn', 'pers', 'p2', 'mf', 'pl']	['mf']
['prn', 'pers', 'p3', 'pl']	['prn', 'pers', 'p3', 'mf', 'pl']	['mf']
['prn', 'dem', 'sg', 'nom']	['prn', 'pers', 'p3', 'nt', 'sg', 'nom']	['p3', 'pers', 'dem', 'nt']
['prn', 'dem', 'pl', 'nom']	['prn', 'pers', 'p3', 'm', 'pl', 'nom']	['p3', 'pers', 'dem', 'm']
['prn', 'dem', 'sg', 'acc']	['prn', 'pers', 'p3', 'nt', 'sg', 'acc']	['p3', 'pers', 'dem', 'nt']
['prn', 'dem', 'pl', 'acc']	['prn', 'pers', 'p3', 'm', 'pl', 'acc']	['p3', 'pers', 'dem', 'm']
['prn', 'pers', 'ess']	['prn', 'pers', 'p1', 'mf', 'sg', 'ess']	['sg', 'p1', 'mf']
['prn', 'pers', 'ess']	['prn', 'pers', 'p2', 'mf', 'sg', 'ess']	['sg', 'mf', 'p2']
['prn', 'pers', 'ess']	['prn', 'pers', 'p3', 'GD_pers', 'sg', 'ess']	['sg', 'p3', 'GD_pers']
['prn', 'itg']	['det', 'itg']	['prn', 'det']
['prn', 'rel']	['cnjsub']	['prn', 'cnjsub', 'rel']
['prn', 'rel', 'sg', 'nom']	['prn', 'itg']	['rel', 'sg', 'nom', 'itg']
['prn', 'rel', 'sg', 'gen']	['cnjsub']	['cnjsub', 'gen', 'rel', 'prn', 'sg']
['prn', 'rel', 'pl', 'gen']	['cnjsub']	['gen', 'pl', 'rel', 'prn', 'cnjsub']
['prn', 'rel', 'sg', 'loc']	['cnjsub']	['cnjsub', 'rel', 'prn', 'sg', 'loc']
['prn', 'rel', 'pl', 'loc']	['cnjsub']	['cnjsub', 'pl', 'rel', 'prn', 'loc']
['prn', 'rel', 'sg', 'ill']	['cnjsub']	['cnjsub', 'rel', 'prn', 'sg', 'ill']
['prn', 'rel', 'pl', 'ill']	['cnjsub']	['pl', 'rel', 'prn', 'cnjsub', 'ill']
['prn', 'rel', 'sg', 'com']	['cnjsub']	['cnjsub', 'rel', 'prn', 'sg', 'com']
['prn', 'rel', 'pl', 'com']	['cnjsub']	['pl', 'rel', 'prn', 'cnjsub', 'com']
['prn', 'rel', 'sg', 'acc', 'known']	['cnjsub']	['cnjsub', 'rel', 'prn', 'sg', 'known', 'acc']
['prn', 'rel', 'sg', 'gen']	['prn', 'itg']	['rel', 'sg', 'itg', 'gen']
['prn', 'rel', 'sg', 'loc']	['cnjsub', 'loc']	['prn', 'sg', 'cnjsub', 'rel']
['prn', 'rel', 'pl', 'loc']	['cnjsub', 'loc']	['prn', 'cnjsub', 'rel', 'pl']
['prn', 'ind']	['det', 'qnt', 'nt']	['det', 'qnt', 'ind', 'nt', 'prn']
['prn', 'ind']	['det', 'qnt', 'nt', 'ND']	['det', 'qnt', 'ind', 'nt', 'prn', 'ND']
['prn', 'ind']	['det', 'qnt']	['prn', 'det', 'ind', 'qnt']
['prn', 'ind']	['det', 'dem', 'DD']	['det', 'ind', 'prn', 'DD', 'dem']
['prn', 'ind']	['adv']	['prn', 'ind', 'adv']
['prn', 'ind', 'sg', 'gen']	['det', 'pos', 'GD', 'ND']	['ind', 'prn', 'sg', 'GD', 'det', 'gen', 'ND', 'pos']
['prn', 'ind']	['adj']	['prn', 'adj', 'ind']
['prn', 'ind']	['prn', 'ind', 'un']	['un']
['prn', 'ind']	['det', 'dem', 'DD', 'GD', 'sp']	['det', 'sp', 'ind', 'prn', 'DD', 'dem', 'GD']
['prn', 'ind']	['det', 'itg']	['prn', 'det', 'itg', 'ind']
['prn', 'ind']	['det', 'qnt', 'm']	['det', 'qnt', 'ind', 'm', 'prn']
['prn', 'ind']	['det', 'qnt', 'un', 'pl']	['det', 'qnt', 'ind', 'un', 'pl', 'prn']
['prn', 'ind']	['n', 'mf']	['prn', 'n', 'ind', 'mf']
['prn', 'dem']	['det', 'dem', 'nt']	['prn', 'det', 'nt']
['prn', 'dem']	['det', 'dem']	['prn', 'det']
['prn', 'dem', 'sg', 'gen']	['adv', 'sadv']	['gen', 'sadv', 'prn', 'sg', 'dem', 'adv']
['prn', 'res', 'du']	['prn', 'res', 'pl']	['du', 'pl']
['prn', 'res', 'attr']	['prn', 'res', 'pl']	['attr', 'pl']
['prn', 'res', 'sg']	['prn', 'res', 'pl']	['sg', 'pl']
['prn', 'res', 'sg', 'ill']	['prn', 'res', 'pl']	['ill', 'sg', 'pl']
['prn', 'res', 'sg', 'acc']	['prn', 'res', 'pl']	['sg', 'acc', 'pl']
['prn', 'res', 'sg', 'gen']	['prn', 'res', 'pl']	['sg', 'gen', 'pl']
['prn', 'res', 'sg', 'com']	['prn', 'res', 'pl']	['sg', 'pl', 'com']
['prn', 'res', 'sg', 'loc']	['prn', 'res', 'pl']	['sg', 'pl', 'loc']
['n', 'abbr']	['n', 'm', 'sg', 'ind']	['sg', 'abbr', 'ind', 'm']
['n', 'sem_act']	['n', 'm']	['m', 'sem_act']
['n', 'nomag', 'sem_hum']	['n', 'm']	['sem_hum', 'm', 'nomag']
['n', 'sem_hum']	['n', 'm']	['sem_hum', 'm']
['n', 'g3']	['n', 'nt']	['g3', 'nt']
['n', 'g3']	['n']	['g3']
['n', 'sem_rule']	['n', 'm']	['sem_rule', 'm']
['n', 'g3']	['n', 'm']	['g3', 'm']
['n', 'sem_act']	['n', 'f']	['f', 'sem_act']
['n', 'nomag', 'sem_dummytag']	['n', 'm']	['m', 'sem_dummytag', 'nomag']
['n', 'sem_act']	['n']	['sem_act']
['adj', 'sem_hum']	['adj']	['sem_hum']
['n', 'sem_clth']	['n', 'nt']	['sem_clth', 'nt']
['n', 'sem_wthr']	['n', 'nt']	['nt', 'sem_wthr']
['n', 'sem_hum_lang']	['n', 'm']	['sem_hum_lang', 'm']
['n', 'sem_hum_lang']	['adj']	['adj', 'sem_hum_lang', 'n']
['n', 'sem_hum']	['adj']	['sem_hum', 'n', 'adj']
['n', 'sem_dummytag']	['n', 'm']	['sem_dummytag', 'm']
['n', 'sem_aniprod']	['n', 'm']	['m', 'sem_aniprod']
['n', 'sem_hum']	['adj', 'm']	['sem_hum', 'n', 'adj', 'm']
['n', 'nomag', 'sem_hum']	['adj']	['sem_hum', 'n', 'adj', 'nomag']
['n', 'nomag', 'sem_hum', 'pl']	['n', 'nt']	['sem_hum', 'nt', 'nomag', 'pl']
['n', 'sem_time']	['n', 'nt']	['sem_time', 'nt']
['n', 'nomag']	['n', 'm']	['m', 'nomag']
['n', 'sem_plc']	['n', 'm']	['sem_plc', 'm']
['n', 'sem_money']	['n', 'm']	['sem_money', 'm']
['num', 'sg', 'gen']	['n', 'm', 'pl']	['num', 'gen', 'm', 'pl', 'sg', 'n']
['n', 'sem_clth-jewl']	['n', 'm']	['sem_clth-jewl', 'm']
['n', 'sem_ani']	['n', 'm']	['m', 'sem_ani']
['n', 'sem_plant']	['n', 'm']	['sem_plant', 'm']
['n', 'sem_dummytag']	['n', 'nt']	['sem_dummytag', 'nt']
